ID,Sentence DE,Kincaid,ARI,Coleman-Liau,FleschReadingEase,GunningFogIndex,LIX,SMOGIndex,RIX,DaleChallIndex,characters_per_word,syll_per_word,words_per_sentence,sentences_per_paragraph,type_token_ratio,characters,syllables,words,wordtypes,sentences,paragraphs,long_words,complex_words,complex_words_dc,tobeverb,auxverb,conjunction,pronoun,preposition,nominalization,interrogative,article,subordination
254,"Um das Zinken zu erschweren, werden in Kasinos oft transparente Würfel eingesetzt.",11.706666666666667,11.652499999999996,15.542732583333333,32.505,14.8,45.333333333333336,12.486832980505138,4.0,12.1267,5.75,1.9166666666666667,12.0,1.0,1.0,69.0,23.0,12.0,12.0,1.0,1.0,4.0,3.0,6.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
83,Bei der Tour de France liegt die höchste Durchschnittsgeschwindigkeit eines Fahrers bei 41 km/h.,7.566666666666666,11.503999999999998,13.97790606666667,67.53000000000003,6.0,35.0,3.0,3.0,13.8545,5.4,1.4666666666666666,15.0,1.0,1.0,81.0,22.0,15.0,15.0,1.0,1.0,3.0,0.0,9.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
515,Mit dem Wasserdampf verschwand auch ein großer Teil des Kohlendioxids aus der Atmosphäre.,8.541538461538462,12.605384615384615,16.297764923076926,56.978461538461566,5.2,43.769230769230774,3.0,4.0,9.139761538461538,5.846153846153846,1.6153846153846154,13.0,1.0,1.0,76.0,21.0,13.0,13.0,1.0,1.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
155,"Über einen Geldautomaten mit der so genannten „Cash Recycling-Funktion“ wird das eingezahlte Geld geprüft, gebucht und wieder an nachfolgende Kunden ausbezahlt, wodurch sich der Aufwand für das Wiederbefüllen reduziert.",18.923333333333336,22.615000000000002,19.4720345,12.82500000000001,18.666666666666668,73.33333333333334,15.24744871391589,13.0,11.966833333333334,6.166666666666667,1.9333333333333333,30.0,1.0,0.9333333333333333,185.0,58.0,30.0,28.0,1.0,1.0,13.0,5.0,13.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
118,In Deutschland hat sich der Begriff Geld(ausgabe)automat durchgesetzt.,9.55,11.829999999999998,16.519574,44.40500000000001,16.0,60.0,12.486832980505138,5.0,10.448500000000001,6.0,1.8,10.0,1.0,1.0,60.0,18.0,10.0,10.0,1.0,1.0,5.0,3.0,4.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
969,"In einem zweiten Abkommen (Schengen II) wurden 1990 solche der Sicherheit dienenden Regelungen getroffen, erst ab 1995 die Freizügigkeit aber tatsächlich praktiziert.",16.59,19.756818181818183,20.538819227272732,15.305000000000021,16.072727272727274,67.45454545454545,13.954451150103322,10.0,11.904972727272728,6.409090909090909,2.0,22.0,1.0,1.0,141.0,44.0,22.0,22.0,1.0,1.0,10.0,4.0,10.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
179,"Wichtige theoretische Grundlagen entwickelte auch der Franzose Charles Cros, der seine Arbeiten ebenfalls im Jahr 1877 bei der Naturwissenschaftlichen Akademie in Paris einreichte.",16.98,22.01608695652174,22.793521043478265,14.29000000000002,16.156521739130437,70.82608695652175,13.954451150103322,11.0,12.329039130434783,6.782608695652174,2.0,23.0,1.0,0.9130434782608695,156.0,46.0,23.0,21.0,1.0,1.0,11.0,4.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
792,Großbritannien führte in Afghanistan drei erfolglose Kriege.,12.425714285714289,17.731428571428573,24.491313571428577,18.44428571428573,8.514285714285714,49.857142857142854,8.477225575051662,3.0,15.262271428571431,7.571428571428571,2.142857142857143,7.0,1.0,1.0,53.0,15.0,7.0,7.0,1.0,1.0,3.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,Infolge des gravitationsbedingten Auslaufens (Drainage) der zwischen den Seifenfilmoberflächen befindlichen Flüssigkeit dünnt eine Seifenblase in ihrem oberen Teil zunehmend aus.,21.120000000000008,25.308,28.582669800000012,-20.735,16.0,70.0,13.954451150103322,10.0,13.313,7.8,2.45,20.0,1.0,1.0,156.0,49.0,20.0,20.0,1.0,1.0,10.0,4.0,11.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1036,"Jeder Mensch soll sich aussuchen können, welchen Beruf er lernen möchte.",8.009090909090911,9.760909090909088,13.581357818181822,57.23363636363637,8.036363636363637,29.181818181818183,8.477225575051662,2.0,9.923918181818184,5.454545454545454,1.6363636363636365,11.0,1.0,1.0,60.0,18.0,11.0,11.0,1.0,1.0,2.0,1.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
586,Auf dem Hauptkamm verläuft die Kontinentale Wasserscheide und im Glacier-Nationalpark liegt der Triple Divide Peak mit einer Höhe von 2433 m.,11.762727272727272,15.046818181818182,14.65896822727273,49.914090909090945,8.8,49.27272727272727,3.0,6.0,12.6227,5.409090909090909,1.5909090909090908,22.0,1.0,1.0,119.0,35.0,22.0,22.0,1.0,1.0,6.0,0.0,11.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
946,"Dezember 2009 besitzt das Europäische Parlament im Bereich der Gemeinsamen Handelspolitik das Recht, Abänderungsvorschläge zu Gesetzesentwürfen einzubringen sowie auf Ablehnung des jeweiligen Rechtsaktes.",22.110434782608703,26.930869565217392,28.929017739130437,-22.492608695652166,12.678260869565218,79.52173913043478,10.745966692414834,13.0,12.329039130434783,7.826086956521739,2.4347826086956523,23.0,1.0,0.9565217391304348,180.0,56.0,23.0,22.0,1.0,1.0,13.0,2.0,11.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
291,"Sind auch Bereiche wie Freundschaften und Hobbys gemeint, wird etwas allgemeiner von Vereinbarkeit von Berufs-, Privat- und Familienleben gesprochen.",15.420000000000002,19.304736842105264,21.63466684210527,18.350000000000023,11.810526315789474,55.8421052631579,10.745966692414834,7.0,12.889426315789473,6.631578947368421,2.0,19.0,1.0,0.8947368421052632,126.0,38.0,19.0,17.0,1.0,1.0,7.0,2.0,10.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
575,"Er liegt im Norden des US-Bundesstaats Montana an der Grenze zu Kanada und weist geologische, geographische und klimatische Besonderheiten auf.",12.828571428571426,16.208571428571425,16.669419380952384,40.4914285714286,14.114285714285714,49.57142857142857,12.486832980505138,6.0,12.949052380952383,5.761904761904762,1.7142857142857142,21.0,1.0,0.9523809523809523,121.0,36.0,21.0,20.0,1.0,1.0,6.0,3.0,11.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
655,"Ein normaler Haushalt, der vor 150 Jahren mit etwa 150 Dingen auskam, verwendete nun mehr als 20000 Gegenstände, vom Zahnstocher bis zum Haarfestiger, vom Kleiderschrank bis zur Heftzwecke, und produzierte beispielsweise in der Bundesrepublik in den 1970er Jahren im Durchschnitt eine Hausmüllmenge von 4,7 kg pro Einwohner und Woche, das sind 244 kg pro Einwohner und Jahr.",25.950689655172415,32.74413793103448,15.115860310344829,12.313275862068998,25.958620689655177,83.86206896551724,13.954451150103322,15.0,13.047093103448276,5.344827586206897,1.603448275862069,58.0,1.0,0.8103448275862069,310.0,93.0,58.0,47.0,1.0,1.0,15.0,4.0,24.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
298,Sinkende Geburten- und Fertilitätsraten wirken sich in manchen Ländern auf die bisherige Sozial- und Familienpolitik sowie die Arbeitsmarktpolitik aus.,17.904210526315797,20.29631578947368,22.872530210526314,0.5394736842105203,9.705263157894738,61.10526315789474,8.477225575051662,8.0,12.058373684210526,6.842105263157895,2.210526315789474,19.0,1.0,0.8947368421052632,130.0,42.0,19.0,17.0,1.0,1.0,8.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
424,"Die Temperatur eines Meeres beeinflusst ebenfalls die Aufnahme von Kohlenstoffdioxid, da Wasser bei steigender Temperatur weniger Kohlenstoffdioxid aufnehmen kann.",20.388421052631582,23.518947368421053,26.89558615789474,-17.271052631578925,16.02105263157895,71.63157894736841,13.954451150103322,10.0,12.058373684210526,7.526315789473684,2.4210526315789473,19.0,1.0,0.8947368421052632,143.0,46.0,19.0,17.0,1.0,1.0,10.0,4.0,9.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
431,"Bei Seamounts, an den Kontinentalhängen und in Flachmeeren (zum Beispiel in Teilen des Weddell-Meeres) kann das anthropogene CO2 bereits bis zum Meeresboden gelangen.",16.386666666666667,17.848750000000003,17.020529708333335,20.325000000000003,12.933333333333332,61.5,10.745966692414834,9.0,11.406066666666668,5.791666666666667,1.9166666666666667,24.0,1.0,0.9166666666666666,139.0,46.0,24.0,22.0,1.0,1.0,9.0,2.0,10.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
160,In Österreich zahlt das gleiche Institut einen 50-Euro-Schein aus.,3.7181818181818187,7.620000000000001,10.908698272727278,87.99727272727276,4.4,38.27272727272727,3.0,3.0,12.794827272727273,5.0,1.2727272727272727,11.0,1.0,1.0,55.0,14.0,11.0,11.0,1.0,1.0,3.0,0.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
366,In Zeiten höherer Temperaturen war die Artenvielfalt sowohl im Meer als auch am Land geringer als in Zeiten niedrigerer Temperaturen.,15.810000000000002,15.181500000000007,15.940990150000001,17.335000000000022,14.0,50.0,12.486832980505138,6.0,10.155000000000001,5.65,2.0,20.0,1.0,0.85,113.0,40.0,20.0,17.0,1.0,1.0,6.0,3.0,7.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1114,"Es ist egal, ob Sie zuhause, alleine oder mit anderen wohnen.",9.081818181818182,4.622727272727271,7.166974909090911,49.542727272727284,11.672727272727274,38.27272727272727,10.745966692414834,3.0,9.923918181818184,4.363636363636363,1.7272727272727273,11.0,1.0,1.0,48.0,19.0,11.0,11.0,1.0,1.0,3.0,2.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
811,"Mehr als 2,5 Millionen Soldaten dienten in den britischen Streitkräften, dazu kamen Tausende von Freiwilligen aus den Kolonien.",13.556842105263158,14.594736842105263,15.754815842105266,31.70789473684212,9.705263157894738,61.10526315789474,8.477225575051662,8.0,11.227321052631579,5.631578947368421,1.8421052631578947,19.0,1.0,0.9473684210526315,107.0,35.0,19.0,18.0,1.0,1.0,8.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
822,Auch zur Quantenphysik leistete er wesentliche Beiträge.,9.054285714285715,15.04,21.131398714285716,42.61571428571431,8.514285714285714,64.14285714285714,8.477225575051662,4.0,13.006557142857144,7.0,1.8571428571428572,7.0,1.0,1.0,49.0,13.0,7.0,7.0,1.0,1.0,4.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
326,"Eine Berufstätigkeit beider Partner dient nicht nur dem momentanen finanziellen Vorteil und dem Berufsinteresse, sondern ebenfalls der Zukunftssicherung.",18.963333333333335,22.633333333333333,26.327682333333335,-8.834999999999997,13.866666666666667,68.0,12.486832980505138,9.0,12.4243,7.444444444444445,2.3333333333333335,18.0,1.0,0.9444444444444444,134.0,42.0,18.0,17.0,1.0,1.0,9.0,3.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
632,"Ein möglicher Nachteil von beispielsweise Kunststoff ist, dass – bei vertretbarem Aufwand – das Material nicht mehr die ursprüngliche Qualität oder dessen Verarbeitbarkeit erreicht wie bei der Primärherstellung vor dem Recyclingprozess.",20.13379310344828,25.877586206896552,24.135148482758616,2.3655172413793117,17.117241379310343,73.82758620689656,13.954451150103322,13.0,11.064210344827586,6.9655172413793105,2.0689655172413794,29.0,1.0,0.9655172413793104,202.0,60.0,29.0,28.0,1.0,1.0,13.0,4.0,11.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
870,"Dazu ging sie ein Bündnis mit der Obersten Heeresleitung (OHL) ein und ließ im Januar 1919 den sogenannten Spartakusaufstand gewaltsam niederschlagen, unter anderem mit Hilfe irregulärer, rechtsgerichteter Freikorpstruppen.",20.615714285714287,24.698928571428567,23.251491035714288,-2.870714285714268,19.771428571428572,67.28571428571428,16.41640786499874,11.0,11.228514285714287,6.821428571428571,2.142857142857143,28.0,1.0,0.9285714285714286,191.0,60.0,28.0,26.0,1.0,1.0,11.0,6.0,11.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
592,Im Süden verlaufen die Bahnlinie der Great Northern Railway und der US Highway US 2 auf oder nahe der Parkgrenze.,9.32,10.471500000000002,10.061139149999999,63.86500000000002,10.0,50.0,8.477225575051662,6.0,14.102500000000001,4.65,1.45,20.0,1.0,0.85,93.0,29.0,20.0,17.0,1.0,1.0,6.0,1.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
517,"Der Kohlenstoff wurde dem normalen Kreislauf entzogen, weil die Cyanobakterien nicht von anderen Organismen verstoffwechselt wurden, sondern sich am Meeresboden absetzten, wo sie fein verteilt in den Sedimenten ablagerten oder im küstennahen, lichtdurchfluteten Flachwasserbereich als Stromatolithe fossilisierten.",26.904864864864866,31.822162162162158,26.783305270270276,-31.930810810810804,24.52972972972973,88.35135135135135,19.431676725154983,19.0,13.153321621621622,7.378378378378378,2.3783783783783785,37.0,1.0,1.0,273.0,88.0,37.0,37.0,1.0,1.0,19.0,9.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
871,"Weitere Versuche zur Gründung von Räterepubliken, etwa in Bayern, blieben ebenfalls erfolglos.",14.656666666666666,15.970000000000006,20.932596000000004,11.355000000000025,11.466666666666667,70.33333333333334,10.745966692414834,7.0,10.810866666666668,6.666666666666667,2.1666666666666665,12.0,1.0,1.0,80.0,26.0,12.0,12.0,1.0,1.0,7.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
683,"Außenpolitisch hatte er maßgeblichen Anteil am Zustandekommen der Anti-Hitler-Koalition zwischen Großbritannien, den USA und der Sowjetunion, die schließlich den Sieg über Deutschland und Japan errang.",18.102962962962966,22.074444444444445,20.56019940740741,13.363333333333347,12.281481481481482,60.333333333333336,8.477225575051662,9.0,9.654218518518519,6.37037037037037,1.962962962962963,27.0,1.0,0.8888888888888888,172.0,53.0,27.0,24.0,1.0,1.0,9.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
863,"Er sah vor, die deutsche Hochseeflotte trotz der bereits feststehenden Kriegsniederlage Deutschlands in eine letzte Schlacht gegen die britische Royal Navy zu entsenden.",13.388695652173912,19.76347826086956,19.981418391304345,40.03782608695653,12.678260869565218,62.130434782608695,10.745966692414834,9.0,10.955995652173913,6.304347826086956,1.6956521739130435,23.0,1.0,0.9565217391304348,145.0,39.0,23.0,22.0,1.0,1.0,9.0,2.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
480,"Wenn sich ein Gletscher jedoch nicht zu einem neuen Gleichgewichtspunkt zurückziehen kann, befindet er sich im andauernden Ungleichgewicht und wird, sofern dieses Klima bestehen bleibt, komplett abschmelzen.",16.35481481481482,22.946666666666665,21.64906070370371,25.89666666666668,18.20740740740741,60.333333333333336,15.24744871391589,9.0,11.408662962962964,6.555555555555555,1.8148148148148149,27.0,1.0,0.9629629629629629,177.0,49.0,27.0,26.0,1.0,1.0,9.0,5.0,11.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
450,Die Folgen des Phänomens bergen erhebliche Risiken für einen momentan nur schwer abschätzbaren Anteil der gegenwärtigen und künftigen Weltbevölkerung.,19.146315789473686,20.544210526315787,23.181996052631582,-8.365789473684202,18.126315789473683,61.10526315789474,15.24744871391589,8.0,12.058373684210526,6.894736842105263,2.3157894736842106,19.0,1.0,1.0,131.0,44.0,19.0,19.0,1.0,1.0,8.0,5.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
396,Das Meerwasser ist leicht basisch.,5.240000000000002,8.387999999999998,12.384875800000003,66.40000000000002,2.0,45.0,3.0,2.0,10.200500000000002,5.8,1.6,5.0,1.0,1.0,29.0,8.0,5.0,5.0,1.0,1.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
952,"Der durch das Ende des Ost-West-Konflikts bedingte tiefgreifende Wandlungsprozess hat zur Europäischen Union geführt, die mit dem Euro über eine gemeinsame Währung verfügt und nun auch die Staaten Mittel- und Osteuropas großteils einschließt.",17.614285714285717,23.65714285714285,17.79297242857143,31.115714285714297,16.28571428571429,72.14285714285714,10.745966692414834,13.0,11.237357142857142,5.857142857142857,1.6571428571428573,35.0,1.0,0.9428571428571428,205.0,58.0,35.0,33.0,1.0,1.0,13.0,2.0,13.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
908,"Damit war Kiel am Abend des 4 November fest in der Hand von etwa 40000 revoltierenden Matrosen, Soldaten und Arbeitern.",11.090000000000003,11.649000000000001,11.531101900000003,51.175000000000026,10.0,45.0,8.477225575051662,5.0,9.3655,4.9,1.6,20.0,1.0,1.0,98.0,32.0,20.0,20.0,1.0,1.0,5.0,1.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
146,Die mobile Installation ist möglich; Geldautomaten gehören auf großen Kreuzfahrtschiffen und Fährschiffen zum Standard.,13.26857142857143,17.058571428571433,23.651334857142857,12.401428571428585,5.6571428571428575,57.0,6.872983346207417,3.5,10.750842857142857,7.428571428571429,2.2142857142857144,7.0,2.0,1.0,104.0,31.0,14.0,14.0,2.0,1.0,7.0,1.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
399,"Weil diese Arten oft die Basis der Nahrungsketten in den Ozeanen bilden, können sich daraus weitere schwerwiegende Konsequenzen für die zahlreichen von ihnen abhängigen Meeresbewohner und in der Folge auch für die auf diese angewiesenen Menschen ergeben.",20.526486486486494,24.566216216216212,17.725156432432435,13.798918918918936,20.205405405405408,66.72972972972973,15.24744871391589,11.0,11.019537837837838,5.837837837837838,1.837837837837838,37.0,1.0,0.8378378378378378,216.0,68.0,37.0,31.0,1.0,1.0,11.0,5.0,13.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1119,Ein netter Betreuer kommt zu Ihnen nach Hause.,2.280000000000001,4.942499999999999,8.430078250000005,92.965,3.2,20.5,3.0,1.0,7.9808,4.75,1.25,8.0,1.0,1.0,38.0,10.0,8.0,8.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1032,Jeder Mensch soll einen Beruf lernen können.,7.368571428571428,6.965714285714284,11.051654142857146,54.7014285714286,2.8000000000000003,7.0,3.0,0.0,8.495128571428571,5.285714285714286,1.7142857142857142,7.0,1.0,1.0,37.0,12.0,7.0,7.0,1.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
936,Allerdings besitzt das Europäische Parlament – anders als der Bundestag – kein unmittelbares Initiativrecht und kann daher keine eigenen Gesetzesvorlagen einbringen.,19.767368421052627,23.271052631578947,26.586120315789472,-12.81842105263155,13.915789473684212,71.63157894736841,12.486832980505138,10.0,10.396268421052632,7.473684210526316,2.3684210526315788,19.0,1.0,1.0,142.0,45.0,19.0,19.0,1.0,1.0,10.0,3.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
142,Bei einigen Automaten wurde die Greifhöhe abgesenkt; Tastatur und Ein/Ausgabe-Schächte befinden sich in einem geringeren Abstand zum Boden als bei Standardgeräten.,11.981956521739132,12.784782608695657,17.16114073913044,29.640760869565227,11.556521739130435,59.32608695652174,10.745966692414834,5.5,11.07211739130435,6.043478260869565,1.9565217391304348,11.5,2.0,1.0,139.0,45.0,23.0,23.0,2.0,1.0,11.0,4.0,10.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
398,"Die Folgen dieser Versauerung betreffen zunächst kalkskelettbildende Lebewesen, deren Fähigkeit, sich Schutzhüllen bzw Innenskelette zu bilden, bei sinkendem pH-Wert nachlässt.",18.19909090909091,22.11181818181818,23.478744727272726,3.7686363636363893,14.254545454545454,67.45454545454545,12.486832980505138,10.0,13.340427272727274,6.909090909090909,2.1363636363636362,22.0,1.0,1.0,152.0,47.0,22.0,22.0,1.0,1.0,10.0,3.0,12.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
758,"Er war 1937 erstmals nominiert worden und kam in die engere Auswahl, aber das Komitee entschied sich gegen ihn.",10.451578947368422,10.62842105263158,10.803362368421055,53.97105263157897,11.810526315789474,45.315789473684205,10.745966692414834,5.0,9.565215789473683,4.7894736842105265,1.5789473684210527,19.0,1.0,1.0,91.0,30.0,19.0,19.0,1.0,1.0,5.0,2.0,6.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
637,Es kommt hierbei auf die Qualität und Sortenreinheit der gesammelten Altteile und den Aufbereitungsprozess und die Nachadditivierung an.,15.030000000000001,18.446666666666665,21.101148111111115,19.36500000000002,9.422222222222222,56.888888888888886,8.477225575051662,7.0,10.669855555555557,6.555555555555555,2.0,18.0,1.0,0.8333333333333334,118.0,36.0,18.0,15.0,1.0,1.0,7.0,1.0,7.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
836,Mit den Eltern Albert Einsteins änderte sich das.,3.7550000000000026,6.708749999999998,10.635022375000002,82.39000000000001,8.200000000000001,33.0,8.477225575051662,2.0,9.954550000000001,5.125,1.375,8.0,1.0,1.0,41.0,11.0,8.0,8.0,1.0,1.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1116,Wir beraten Sie gerne.,3.6700000000000017,1.7650000000000006,3.261705500000005,75.87500000000001,11.600000000000001,29.0,8.477225575051662,1.0,11.7299,4.5,1.5,4.0,1.0,1.0,18.0,6.0,4.0,4.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
622,In den jüngeren präkambrischen Schichten treten auch Versteinerungen von erstem Seetang sowie vier Arten wirbelloser Tiere auf.,13.945882352941176,17.546470588235294,20.504862470588236,25.356470588235307,13.858823529411765,52.294117647058826,12.486832980505138,6.0,13.767935294117647,6.470588235294118,1.9411764705882353,17.0,1.0,1.0,110.0,33.0,17.0,17.0,1.0,1.0,6.0,3.0,10.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
